,name,rating,review_count,type,how_old,hq,employees
3055,Technicolor,4.2,(173 Reviews),Private,130 years old,Paris + 4 more,130 years old
3056,ThoughtWorks,4.3,(170 Reviews),Private,30 years old,"Chicago,Illinois + 9 more",30 years old
3057,Popular Vehicles...,4.2,(170 Reviews),Private,84 years old,"Ernakulam,Kerala + 17 more",84 years old
3058,Ozone Overseas,3.8,(170 Reviews),Private,23 years old,"Delhi/NCR,Delhi + 23 more",23 years old
3059,Manipal Technolo...,3.6,(170 Reviews),Private,82 years old,"Manipal,Karnataka + 17 more",82 years old
3060,Big C,4.0,(170 Reviews),Private,20 years old,"Hyderabad/Secunderabad,Telangana + 28 more",20 years old
3061,Keihin India Man...,4.2,(170 Reviews),Tokyo + 7 more,51-200 Employees (India),67 years old,51-200 Employees (India)
3062,Parul University,3.6,(170 Reviews),Private,8 years old,"Vadodara/Baroda,Gujarat + 16 more",8 years old
3063,Poorvika Mobiles,4.4,(170 Reviews),Private,19 years old,"Chennai,Tamil Nadu + 26 more",19 years old
3064,Asti Electronics...,4.0,(170 Reviews),Private,19 years old,"Gurgaon/Gurugram,Haryana + 4 more",19 years old
3065,Sedemac Mechatro...,4.2,(170 Reviews),Private,16 years old,"Mumbai,Maharashtra + 2 more",16 years old
3066,Laser Power & In...,3.6,(170 Reviews),Private,35 years old,"Kolkata,West Bengal + 24 more",35 years old
3067,Accord Synergy,3.7,(170 Reviews),Public,9 years old,"Vadodara/Baroda,Gujrat + 24 more",9 years old
3068,Flyjac Logistics,4.2,(170 Reviews),Private,33 years old,"Chennai,Tamil Nadu + 33 more",33 years old
3069,Dorf Ketal Chemi...,3.8,(170 Reviews),LLC,31 years old,Houston + 20 more,31 years old
3070,HDFC Mutual Fund,3.9,(170 Reviews),"Mumbai,Maharashtra + 60 more",1k-5k Employees (India),24 years old,1k-5k Employees (India)
3071,Smollan Group,4.3,(170 Reviews),Private,92 years old,Johannesburg + 39 more,92 years old
3072,Hygienic Researc...,4.4,(170 Reviews),Private,66 years old,"Mumbai,Maharashtra + 26 more",66 years old
3073,Technico Industr...,3.7,(170 Reviews),Private,53 years old,"Gurgaon/Gurugram,Haryana + 10 more",53 years old
3074,MapmyIndia,3.9,(170 Reviews),Public,31 years old,"Delhi,NCT + 3 more",31 years old
3075,Fosroc Chemicals...,4.3,(170 Reviews),Private,51 years old,Dubai + 28 more,51 years old
3076,Yara Fertilisers,4.1,(170 Reviews),Oslo + 29 more,501-1k Employees (India),118 years old,501-1k Employees (India)
3077,e-Centric Soluti...,3.5,(170 Reviews),Private,21 years old,Hyderabad + 28 more,21 years old
3078,Amrita Institute...,4.3,(170 Reviews),Private,25 years old,"Kochi/Cochin,Kerala + 8 more",25 years old
3079,Pole To Win,3.8,(170 Reviews),Private,29 years old,Los Angeles + 2 more,29 years old
3080,Belstar Investme...,4.2,(170 Reviews),Private,35 years old,"Chennai,Tamil Nadu + 66 more",35 years old
3081,Welspun Floorin...,3.8,(170 Reviews),Public,7 years old,Hyderabad + 13 more,7 years old
3082,JSW Paints,4.0,(170 Reviews),Mumbai + 42 more,,51-200 Employees (India),
3083,Navata Road Tran...,3.6,(170 Reviews),Partnership,41 years old,"Vijayawada,Andhra Pradesh + 25 more",41 years old
3084,Publicis,3.7,(2.1k Reviews),Private,97 years old,Paris + 12 more,97 years old
3085,Madhucon Project...,3.6,(302 Reviews),Public,40 years old,"Hyderabad/Secunderabad,Telangana + 20 more",40 years old
3086,Rakuten,3.9,(228 Reviews),Private,26 years old,"San Mateo,California + 4 more",26 years old
3087,PCS Technology,3.7,(169 Reviews),Public,42 years old,"Pune,Maharashtra + 43 more",42 years old
3088,Loadshare Networ...,3.7,(169 Reviews),Private,6 years old,"Bangalore,Karnataka + 36 more",6 years old
3089,SVC Co-Operative...,4.0,(169 Reviews),Private,117 years old,"Mumbai,Maharashtra + 27 more",117 years old
3090,B.L Agro Oils,3.7,(169 Reviews),Bareilly + 25 more,1k-5k Employees (India),30 years old,1k-5k Employees (India)
3091,KOREA PLANT SERV...,3.5,(169 Reviews),Private,39 years old,"Naju,Jeollanam-do + 15 more",39 years old
3092,Vision Express,4.1,(169 Reviews),Private,15 years old,"Bangalore/Bengaluru,Karnataka + 28 more",15 years old
3093,Core Integra Con...,3.6,(169 Reviews),Private,12 years old,"Mumbai,Maharashtra + 42 more",12 years old
3094,Thyssenkrupp Ind...,4.2,(169 Reviews),Essen + 12 more,1k-5k Employees (India),164 years old,1k-5k Employees (India)
3095,Munjal Kiriu Ind...,4.1,(169 Reviews),Private,67 years old,"Gurgaon/Gurugram,Haryana + 4 more",67 years old
3096,Zydus Hospital,4.2,(169 Reviews),Public,8 years old,"Ahmedabad,Gujarat + 7 more",8 years old
3097,Pepe Jeans,4.3,(169 Reviews),Private,50 years old,Municipility Of Sant Feliu De Llobregat + 37 more,50 years old
3098,Koyo Bearings In...,3.8,(169 Reviews),Private,16 years old,Gurgaon + 4 more,16 years old
3099,Shalimar Paints,3.6,(169 Reviews),Public,121 years old,"Gurgaon/Gurugram,Haryana + 37 more",121 years old
3100,PCS Technology,3.7,(169 Reviews),Public,42 years old,"Pune,Maharashtra + 43 more",42 years old
3101,V-bazaar Retail,4.0,(169 Reviews),Gurgaon + 38 more,1k-5k Employees (India),7 years old,1k-5k Employees (India)
3102,Dixit Infotech S...,4.0,(169 Reviews),Private,44 years old,"Mumbai,Maharashtra + 22 more",44 years old
3103,Akbar Travels,4.2,(169 Reviews),Private,45 years old,"Mumbai,Maharashtra + 29 more",45 years old
3104,Hamleys,4.1,(169 Reviews),Private,263 years old,London + 34 more,263 years old
3105,Barista Coffee C...,4.4,(169 Reviews),Private,24 years old,"Delhi/NCR,New Delhi + 22 more",24 years old
3106,UBS Business Sol...,4.0,(169 Reviews),Pune + 3 more,,,
3107,Bada Business,3.8,(169 Reviews),New Delhi + 25 more,5k-10k Employees (India),4 years old,5k-10k Employees (India)
3108,The Saraswat Co-...,3.8,(216 Reviews),Public,105 years old,"Mumbai,Maharashtra + 23 more",105 years old
3109,Ubisoft Entertai...,4.0,(169 Reviews),Private,37 years old,"Montreuil,Seine-saint-denis + 2 more",37 years old
3110,Box8,3.3,(168 Reviews),Private,12 years old,"Mumbai,Maharashtra + 11 more",12 years old
